student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,average_score,risk_category,performance_level
204,18,other,public,graduate,1.7,60.3,yes,>60 min,yes,notes,41.8,40.5,37.8,42.2,e,40.03333333333333,Needs Improvement,Low
205,16,male,public,post graduate,3.2,79.5,yes,<15 min,yes,mixed,45.8,63.5,50.2,59.9,d,53.166666666666664,Needs Improvement,Medium
206,15,female,private,diploma,6.0,91.8,yes,15-30 min,no,mixed,72.1,93.0,76.3,82.7,c,80.46666666666665,Safe,High
207,18,female,private,diploma,4.8,89.7,yes,15-30 min,no,mixed,84.1,82.3,71.1,80.2,c,79.16666666666666,Safe,High
208,19,female,public,graduate,3.7,52.6,yes,15-30 min,yes,mixed,68.6,60.5,66.4,57.8,d,65.16666666666667,Needs Improvement,Medium
209,15,female,private,graduate,5.8,68.4,yes,>60 min,yes,coaching,58.9,61.4,67.7,65.2,d,62.666666666666664,Safe,Medium
210,18,other,public,high school,6.0,92.6,yes,>60 min,yes,notes,89.1,77.9,93.2,82.5,c,86.73333333333333,Safe,High
211,15,male,public,phd,4.8,92.5,yes,<15 min,yes,notes,79.9,73.5,86.9,76.2,c,80.10000000000001,Safe,High
212,18,other,private,graduate,2.9,81.8,yes,>60 min,yes,group study,84.3,67.5,64.3,65.5,d,72.03333333333335,Safe,Medium
213,18,other,public,graduate,5.1,55.4,no,<15 min,no,notes,52.9,50.8,69.7,62.8,d,57.79999999999999,Safe,Medium
214,16,other,public,high school,4.6,70.2,yes,<15 min,no,textbook,79.3,51.6,47.3,61.4,d,59.4,Safe,Medium
215,18,male,private,post graduate,6.5,98.1,yes,30-60 min,yes,mixed,90.9,92.9,74.5,83.2,c,86.10000000000001,Safe,High
216,15,male,public,phd,5.4,55.3,yes,15-30 min,yes,mixed,58.4,68.2,52.9,67.5,d,59.833333333333336,Safe,Medium
217,14,female,private,post graduate,4.2,90.1,yes,<15 min,no,notes,82.4,48.1,66.6,75.7,c,65.7,Safe,Medium
218,14,male,public,graduate,0.6,70.9,yes,<15 min,no,textbook,35.3,47.9,35.1,43.0,e,39.43333333333333,Needs Improvement,Low
219,16,other,private,graduate,1.8,87.2,no,30-60 min,no,textbook,54.4,52.6,46.8,52.1,e,51.26666666666667,Needs Improvement,Medium
220,19,other,private,high school,3.0,52.7,yes,15-30 min,no,textbook,53.2,49.2,42.7,47.3,e,48.366666666666674,Needs Improvement,Low
221,14,female,private,no formal,5.0,50.5,yes,15-30 min,no,mixed,55.3,61.3,54.4,61.5,d,57.0,Safe,Medium
222,16,other,public,graduate,6.4,65.0,yes,15-30 min,yes,notes,100.0,99.3,71.5,82.4,c,90.26666666666667,Safe,High
223,18,male,private,high school,7.7,93.5,yes,<15 min,no,notes,99.0,98.9,100.0,99.1,a,99.3,Safe,High
224,15,other,public,no formal,5.0,84.0,yes,>60 min,no,coaching,69.6,45.8,67.5,69.1,d,60.96666666666666,Safe,Medium
225,18,male,private,post graduate,6.0,80.6,yes,15-30 min,yes,textbook,85.5,91.5,82.8,77.4,c,86.60000000000001,Safe,High
226,15,other,private,diploma,5.2,99.9,yes,>60 min,yes,online videos,93.0,95.9,78.3,85.6,b,89.06666666666666,Safe,High
227,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,72.0,56.3,52.6,63.1,d,60.300000000000004,Safe,Medium
228,17,female,private,phd,5.1,92.5,no,<15 min,no,notes,87.3,74.9,90.4,80.2,c,84.2,Safe,High
229,17,male,private,no formal,3.5,55.5,no,15-30 min,no,textbook,76.3,64.3,66.4,54.8,e,69.0,Needs Improvement,Medium
230,15,female,public,post graduate,3.9,58.5,yes,>60 min,yes,mixed,47.1,71.6,47.1,44.6,e,55.26666666666666,Needs Improvement,Medium
231,16,other,private,diploma,7.3,73.9,yes,<15 min,no,mixed,99.2,100.0,96.2,97.2,a,98.46666666666665,Safe,High
232,19,other,private,post graduate,4.7,98.0,yes,<15 min,no,group study,83.9,63.3,86.5,70.5,c,77.89999999999999,Safe,High
233,14,female,public,no formal,1.3,85.2,yes,30-60 min,yes,textbook,39.8,46.2,50.7,39.7,f,45.56666666666666,At Risk,Low
234,18,male,public,diploma,4.4,55.6,yes,15-30 min,no,textbook,41.0,45.5,50.3,52.6,e,45.6,Needs Improvement,Low
235,16,female,private,graduate,7.6,97.7,yes,30-60 min,yes,mixed,90.5,87.7,85.7,95.5,a,87.96666666666665,Safe,High
236,18,other,private,diploma,1.3,88.3,yes,>60 min,no,mixed,34.5,37.6,53.8,39.4,f,41.96666666666666,At Risk,Low
237,17,male,private,graduate,7.8,86.8,no,30-60 min,no,notes,100.0,95.5,63.0,87.6,b,86.16666666666667,Safe,High
238,16,other,public,no formal,7.9,77.6,yes,15-30 min,no,coaching,92.3,100.0,99.0,100.0,a,97.10000000000001,Safe,High
239,15,other,public,no formal,4.7,69.7,yes,>60 min,no,coaching,51.8,50.2,59.2,63.7,d,53.73333333333333,Safe,Medium
240,17,other,public,graduate,3.0,55.5,yes,<15 min,yes,group study,47.9,32.7,32.3,39.2,f,37.63333333333333,At Risk,Low
241,14,female,public,diploma,0.6,81.0,yes,>60 min,no,online videos,56.6,19.4,28.1,36.1,f,34.699999999999996,At Risk,Low
242,17,male,public,graduate,0.6,56.4,yes,<15 min,yes,mixed,14.4,39.3,27.5,28.6,f,27.066666666666663,At Risk,Low
243,14,male,public,diploma,3.4,79.5,no,<15 min,no,online videos,85.1,67.8,74.7,64.0,d,75.86666666666666,Safe,High
244,17,other,private,no formal,6.4,77.0,yes,15-30 min,no,notes,72.7,86.0,73.9,82.2,c,77.53333333333333,Safe,High
245,17,female,public,post graduate,7.6,79.8,no,<15 min,yes,mixed,77.5,95.8,100.0,95.8,a,91.10000000000001,Safe,High
246,14,male,public,no formal,1.7,91.3,yes,>60 min,yes,coaching,29.1,46.6,40.8,44.0,e,38.833333333333336,Needs Improvement,Low
247,18,other,public,post graduate,4.2,70.6,yes,30-60 min,no,notes,69.7,71.9,55.9,69.1,d,65.83333333333334,Safe,Medium
248,16,male,private,no formal,4.3,71.8,yes,<15 min,no,online videos,66.0,73.7,62.2,70.3,c,67.3,Safe,Medium
249,18,other,private,phd,3.4,53.0,yes,30-60 min,no,coaching,39.1,31.6,34.5,40.0,e,35.06666666666667,Needs Improvement,Low
250,14,female,public,high school,4.5,64.4,yes,<15 min,no,notes,53.7,68.1,54.1,59.2,d,58.63333333333333,Needs Improvement,Medium
251,15,female,private,phd,7.4,54.1,yes,30-60 min,no,online videos,74.3,99.7,76.5,87.5,b,83.5,Safe,High
252,16,male,private,no formal,3.8,57.1,yes,>60 min,yes,group study,55.5,51.3,55.0,48.8,e,53.93333333333334,Needs Improvement,Medium
253,15,male,public,diploma,1.5,71.3,yes,<15 min,yes,notes,27.0,30.2,38.5,32.5,f,31.900000000000002,At Risk,Low
254,15,other,private,diploma,5.5,70.4,no,15-30 min,yes,notes,74.5,82.2,61.5,63.2,d,72.73333333333333,Safe,Medium
255,17,female,private,no formal,0.7,96.8,yes,30-60 min,no,textbook,45.0,45.6,26.8,38.2,f,39.13333333333333,At Risk,Low
256,14,other,public,diploma,7.6,56.0,yes,>60 min,no,group study,74.0,61.4,71.1,77.6,c,68.83333333333333,Safe,Medium
257,18,other,private,high school,7.5,57.5,no,30-60 min,no,coaching,82.6,94.5,88.1,87.9,b,88.39999999999999,Safe,High
258,14,male,public,diploma,1.2,87.5,yes,15-30 min,yes,mixed,13.5,46.3,21.7,34.9,f,27.166666666666668,At Risk,Low
259,15,female,public,diploma,4.6,51.1,yes,<15 min,yes,textbook,66.7,56.7,45.3,58.4,d,56.23333333333333,Needs Improvement,Medium
260,17,other,public,high school,6.5,82.5,yes,30-60 min,no,group study,95.2,80.5,90.3,93.4,b,88.66666666666667,Safe,High
261,18,female,public,post graduate,4.0,87.4,yes,15-30 min,yes,group study,80.5,88.2,60.3,75.8,c,76.33333333333333,Safe,High
262,15,female,private,graduate,4.1,81.4,yes,>60 min,no,textbook,58.2,70.5,74.0,67.4,d,67.56666666666666,Safe,Medium
263,15,female,private,phd,7.8,64.4,no,30-60 min,no,coaching,86.2,98.5,87.4,86.1,b,90.7,Safe,High
264,19,other,public,post graduate,2.2,55.2,yes,>60 min,no,group study,23.7,38.5,49.4,36.2,f,37.199999999999996,At Risk,Low
265,19,other,public,high school,4.4,99.7,yes,30-60 min,no,online videos,65.3,58.8,63.1,75.7,c,62.4,Safe,Medium
266,17,other,private,high school,1.4,93.0,yes,<15 min,no,group study,68.4,62.7,48.3,55.3,d,59.80000000000001,Needs Improvement,Medium
267,16,female,private,phd,2.8,86.5,yes,<15 min,no,coaching,48.2,58.7,59.4,51.8,e,55.43333333333334,Needs Improvement,Medium
268,16,female,private,high school,6.9,59.4,yes,30-60 min,yes,online videos,71.0,63.0,80.2,72.6,c,71.39999999999999,Safe,Medium
269,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,54.6,94.8,53.4,69.4,d,67.60000000000001,Safe,Medium
270,17,male,private,graduate,5.1,85.5,yes,15-30 min,yes,mixed,65.1,65.8,90.1,74.9,c,73.66666666666666,Safe,Medium
271,15,other,public,phd,1.4,55.1,yes,30-60 min,no,group study,18.7,23.0,22.3,30.2,f,21.333333333333332,At Risk,Low
272,14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,96.9,100.0,100.0,100.0,a,98.96666666666665,Safe,High
273,14,other,private,graduate,2.7,97.8,yes,<15 min,no,online videos,52.3,45.4,56.2,58.8,d,51.29999999999999,Needs Improvement,Medium
274,19,female,public,diploma,4.5,57.5,yes,<15 min,yes,textbook,58.8,61.4,71.0,62.3,d,63.73333333333333,Safe,Medium
275,16,other,private,diploma,2.3,59.9,yes,15-30 min,no,online videos,54.4,42.4,28.0,49.2,e,41.6,Needs Improvement,Low
276,16,other,public,diploma,4.4,68.2,yes,30-60 min,no,online videos,83.2,68.8,100.0,69.0,d,84.0,Safe,High
277,16,female,public,no formal,4.7,72.5,yes,15-30 min,no,mixed,64.8,50.3,60.1,60.3,d,58.4,Safe,Medium
278,18,female,private,diploma,3.1,72.0,yes,<15 min,yes,notes,47.6,78.2,71.2,58.1,d,65.66666666666667,Needs Improvement,Medium
279,14,female,public,high school,4.3,84.4,yes,30-60 min,no,textbook,57.5,61.8,71.5,70.7,c,63.6,Safe,Medium
280,14,female,public,post graduate,3.5,73.5,yes,>60 min,yes,textbook,46.4,64.0,60.3,56.5,d,56.9,Needs Improvement,Medium
281,15,male,private,high school,5.7,59.2,yes,<15 min,no,online videos,77.3,61.5,85.9,75.9,c,74.9,Safe,Medium
282,16,male,private,phd,4.6,63.1,yes,<15 min,no,online videos,69.4,57.6,76.9,59.3,d,67.96666666666667,Needs Improvement,Medium
283,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,85.8,89.6,76.3,76.3,c,83.89999999999999,Safe,High
284,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,48.7,29.6,44.1,28.0,f,40.800000000000004,At Risk,Low
285,16,male,private,high school,0.7,96.2,yes,<15 min,yes,notes,45.7,60.1,47.1,46.8,e,50.96666666666667,Needs Improvement,Medium
286,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,31.0,34.5,42.5,36.4,f,36.0,At Risk,Low
287,14,female,public,post graduate,1.4,90.2,yes,30-60 min,no,notes,52.0,59.2,54.9,52.6,e,55.36666666666667,Needs Improvement,Medium
288,17,other,public,phd,4.4,65.5,yes,30-60 min,yes,textbook,51.0,71.4,71.4,69.3,d,64.60000000000001,Safe,Medium
289,17,other,public,post graduate,2.0,86.4,no,<15 min,yes,online videos,53.0,43.5,51.0,53.1,e,49.166666666666664,Needs Improvement,Low
290,16,other,public,graduate,0.6,62.9,yes,15-30 min,yes,group study,27.4,42.7,27.9,31.0,f,32.666666666666664,At Risk,Low
291,18,male,public,graduate,2.6,69.3,yes,30-60 min,no,coaching,30.1,34.0,40.5,42.2,e,34.86666666666667,Needs Improvement,Low
292,15,male,public,phd,4.3,72.2,no,30-60 min,yes,textbook,77.4,69.3,74.3,64.6,d,73.66666666666667,Safe,Medium
293,19,female,public,phd,5.9,87.5,no,>60 min,yes,group study,74.9,80.7,94.4,82.4,c,83.33333333333334,Safe,High
294,15,male,private,post graduate,3.8,58.3,yes,<15 min,no,mixed,50.9,59.1,36.1,55.9,d,48.699999999999996,Needs Improvement,Low
295,17,female,public,no formal,7.7,67.3,yes,>60 min,no,online videos,72.7,88.8,84.2,88.3,b,81.89999999999999,Safe,High
296,17,female,private,high school,2.0,76.4,yes,15-30 min,no,coaching,49.5,68.7,30.6,48.0,e,49.6,Needs Improvement,Low
297,19,other,public,high school,4.4,82.9,yes,15-30 min,yes,notes,92.9,80.7,75.3,73.4,c,82.96666666666668,Safe,High
298,16,male,public,high school,2.4,53.8,yes,>60 min,yes,notes,50.5,44.9,35.6,48.5,e,43.666666666666664,Needs Improvement,Low
299,15,other,public,phd,6.6,54.7,yes,15-30 min,no,textbook,86.0,73.1,62.7,75.1,c,73.93333333333334,Safe,Medium
300,14,other,private,no formal,1.9,85.9,yes,>60 min,no,notes,50.1,56.8,53.5,56.7,d,53.46666666666667,Needs Improvement,Medium
301,16,other,private,phd,7.7,68.3,yes,30-60 min,yes,mixed,97.5,86.9,75.7,90.9,b,86.7,Safe,High
302,18,other,public,post graduate,5.9,58.3,yes,15-30 min,no,notes,60.0,54.9,73.2,67.6,d,62.70000000000001,Safe,Medium
303,14,other,public,graduate,4.7,63.2,yes,15-30 min,no,textbook,49.6,80.9,62.2,60.2,d,64.23333333333333,Safe,Medium
304,19,male,private,high school,4.5,79.9,no,>60 min,yes,textbook,77.5,82.6,65.9,73.2,c,75.33333333333333,Safe,High
305,17,female,public,high school,3.2,97.7,yes,>60 min,no,mixed,78.4,57.8,69.0,64.3,d,68.39999999999999,Safe,Medium
306,14,female,private,post graduate,0.7,86.6,yes,>60 min,yes,group study,37.1,48.0,41.5,45.8,e,42.199999999999996,Needs Improvement,Low
307,15,other,private,post graduate,7.4,89.9,yes,>60 min,no,mixed,99.7,100.0,97.4,96.6,a,99.03333333333335,Safe,High
308,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,55.3,70.7,100.0,75.0,c,75.33333333333333,Safe,High
309,15,female,private,graduate,1.5,68.6,yes,>60 min,yes,mixed,28.2,21.1,36.6,39.1,f,28.633333333333336,At Risk,Low
310,14,male,private,post graduate,1.4,98.1,yes,>60 min,no,textbook,76.3,42.1,51.3,50.3,e,56.56666666666666,Needs Improvement,Medium
311,17,male,private,post graduate,2.8,54.1,no,>60 min,yes,group study,43.4,36.5,55.7,48.2,e,45.20000000000001,Needs Improvement,Low
312,18,other,private,post graduate,6.2,90.4,no,15-30 min,no,textbook,85.3,91.1,100.0,91.6,b,92.13333333333333,Safe,High
313,14,male,public,high school,4.3,62.9,yes,30-60 min,yes,coaching,58.2,38.9,45.7,51.9,e,47.6,Needs Improvement,Low
314,15,other,public,no formal,5.4,80.4,yes,>60 min,no,coaching,67.0,86.2,73.8,77.7,c,75.66666666666667,Safe,High
315,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,group study,53.7,49.6,53.2,47.6,e,52.166666666666664,Needs Improvement,Medium
316,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,online videos,100.0,100.0,95.4,100.0,a,98.46666666666665,Safe,High
317,18,male,public,diploma,1.7,92.5,yes,>60 min,yes,textbook,47.1,56.5,53.0,50.5,e,52.199999999999996,Needs Improvement,Medium
318,18,male,private,graduate,2.9,91.2,yes,<15 min,no,coaching,65.0,39.6,70.0,50.5,e,58.199999999999996,Needs Improvement,Medium
319,19,female,public,phd,7.6,72.7,yes,30-60 min,no,coaching,65.5,59.2,78.9,81.4,c,67.86666666666667,Safe,Medium
320,18,female,public,post graduate,6.0,69.7,yes,<15 min,yes,notes,70.7,82.9,69.9,74.5,c,74.50000000000001,Safe,Medium
321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,notes,82.4,62.1,87.3,69.2,d,77.26666666666667,Safe,High
322,14,female,public,post graduate,7.0,64.3,yes,15-30 min,no,textbook,100.0,97.6,86.0,90.7,b,94.53333333333335,Safe,High
323,17,male,private,diploma,1.0,73.9,yes,30-60 min,yes,coaching,30.4,33.8,38.1,35.1,f,34.099999999999994,At Risk,Low
324,19,other,public,graduate,1.1,56.3,yes,<15 min,no,online videos,27.3,36.1,15.1,34.1,f,26.166666666666668,At Risk,Low
325,19,other,public,diploma,1.7,94.6,yes,<15 min,no,group study,58.1,65.2,62.3,55.8,d,61.866666666666674,Needs Improvement,Medium
326,15,female,private,post graduate,2.5,86.8,yes,>60 min,yes,mixed,26.4,38.4,48.7,46.2,e,37.833333333333336,Needs Improvement,Low
327,15,other,public,phd,5.8,53.1,yes,>60 min,yes,group study,68.2,60.8,53.2,68.1,d,60.73333333333333,Safe,Medium
328,14,other,public,diploma,4.5,83.0,yes,15-30 min,yes,coaching,63.5,74.2,60.4,60.8,d,66.03333333333333,Safe,Medium
329,14,female,public,post graduate,3.7,87.9,yes,30-60 min,yes,notes,56.4,73.4,73.7,64.1,d,67.83333333333333,Safe,Medium
330,17,male,private,no formal,6.4,93.1,yes,<15 min,yes,coaching,95.9,100.0,90.5,96.0,a,95.46666666666665,Safe,High
331,17,female,public,diploma,2.9,66.5,yes,<15 min,no,online videos,55.8,42.3,50.6,55.8,d,49.56666666666666,Needs Improvement,Low
332,16,female,public,phd,1.1,81.5,no,30-60 min,yes,mixed,30.2,43.0,56.8,45.1,e,43.333333333333336,Needs Improvement,Low
333,15,other,public,post graduate,3.5,63.8,no,<15 min,no,textbook,60.9,51.2,61.0,61.6,d,57.699999999999996,Safe,Medium
334,18,other,public,graduate,6.2,92.4,yes,30-60 min,yes,group study,68.4,76.2,89.4,82.6,c,78.00000000000001,Safe,High
335,16,female,public,high school,4.1,93.8,no,30-60 min,yes,textbook,62.8,61.3,81.9,69.4,d,68.66666666666667,Safe,Medium
336,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,coaching,74.4,69.1,71.1,79.6,c,71.53333333333333,Safe,Medium
337,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,online videos,92.7,77.4,69.6,77.6,c,79.9,Safe,High
338,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,85.0,67.5,80.0,76.4,c,77.5,Safe,High
339,15,female,public,post graduate,6.3,69.9,yes,15-30 min,no,mixed,97.2,77.2,73.8,81.9,c,82.73333333333333,Safe,High
340,19,female,private,graduate,4.9,50.3,no,30-60 min,no,mixed,45.7,43.3,51.7,51.8,e,46.9,Needs Improvement,Low
341,17,female,public,diploma,7.3,89.1,yes,15-30 min,no,textbook,97.1,100.0,100.0,100.0,a,99.03333333333335,Safe,High
342,15,other,public,high school,4.9,71.6,yes,<15 min,yes,online videos,65.5,65.2,70.4,62.9,d,67.03333333333333,Safe,Medium
343,17,male,private,graduate,3.3,76.7,yes,30-60 min,yes,online videos,52.9,56.9,48.7,51.9,e,52.833333333333336,Needs Improvement,Medium
344,17,male,private,diploma,2.0,87.1,no,<15 min,yes,textbook,59.1,46.6,65.7,47.9,e,57.13333333333333,Needs Improvement,Medium
345,19,other,private,graduate,6.6,85.6,yes,>60 min,no,textbook,91.5,84.4,100.0,84.7,c,91.96666666666665,Safe,High
346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,group study,65.0,58.1,47.6,55.8,d,56.9,Needs Improvement,Medium
347,19,female,public,diploma,6.4,89.1,yes,>60 min,no,mixed,87.8,100.0,100.0,90.6,b,95.93333333333334,Safe,High
348,19,female,private,post graduate,7.9,82.0,yes,15-30 min,no,textbook,100.0,100.0,93.9,99.6,a,97.96666666666665,Safe,High
349,15,female,private,phd,3.5,60.9,yes,<15 min,yes,online videos,48.2,54.1,38.2,53.1,e,46.833333333333336,Needs Improvement,Low
350,14,female,public,high school,3.1,51.5,yes,>60 min,no,online videos,64.0,30.7,41.0,40.1,e,45.23333333333333,Needs Improvement,Low
351,17,male,private,graduate,1.8,87.8,yes,30-60 min,no,group study,41.3,51.2,49.3,44.4,e,47.26666666666667,Needs Improvement,Low
352,14,female,private,high school,4.1,58.3,yes,15-30 min,yes,notes,66.5,60.4,59.6,65.1,d,62.166666666666664,Safe,Medium
353,15,male,private,post graduate,5.4,55.6,yes,<15 min,yes,notes,66.6,54.5,56.5,58.9,d,59.199999999999996,Needs Improvement,Medium
354,16,male,public,diploma,2.8,71.0,yes,>60 min,no,mixed,73.9,48.0,57.2,49.9,e,59.70000000000001,Needs Improvement,Medium
355,19,female,private,post graduate,4.1,96.1,no,15-30 min,yes,coaching,88.3,79.0,60.4,77.6,c,75.9,Safe,High
356,19,other,public,diploma,4.5,85.9,yes,15-30 min,no,mixed,62.3,80.5,69.6,70.8,c,70.8,Safe,Medium
357,14,male,public,high school,2.6,89.9,yes,>60 min,no,coaching,76.6,56.0,53.7,65.9,d,62.1,Safe,Medium
358,19,other,private,graduate,0.7,63.5,yes,30-60 min,yes,mixed,24.5,45.8,35.5,40.4,e,35.266666666666666,Needs Improvement,Low
359,14,female,public,graduate,2.1,91.8,no,15-30 min,yes,mixed,55.1,57.3,76.4,60.3,d,62.93333333333334,Safe,Medium
360,18,other,public,post graduate,6.5,70.8,no,>60 min,yes,group study,70.7,100.0,81.5,78.5,c,84.06666666666666,Safe,High
361,19,female,public,post graduate,2.6,99.0,yes,15-30 min,no,textbook,63.3,66.1,91.2,67.5,d,73.53333333333332,Safe,Medium
362,19,other,public,post graduate,0.6,78.5,yes,15-30 min,no,notes,47.8,50.8,34.7,40.0,e,44.43333333333334,Needs Improvement,Low
363,15,female,public,phd,3.7,80.3,yes,<15 min,no,notes,80.4,86.9,81.8,69.4,d,83.03333333333335,Safe,High
364,19,other,private,diploma,5.6,95.8,yes,<15 min,no,coaching,90.7,68.2,87.4,78.2,c,82.10000000000001,Safe,High
365,14,female,private,graduate,6.1,97.4,yes,<15 min,no,online videos,74.6,79.5,62.7,79.7,c,72.26666666666667,Safe,Medium
366,17,female,private,diploma,3.6,50.9,yes,15-30 min,no,group study,35.7,55.2,44.2,50.2,e,45.03333333333334,Needs Improvement,Low
367,16,female,private,graduate,4.8,61.6,yes,>60 min,yes,online videos,67.2,53.4,76.5,62.3,d,65.7,Safe,Medium
368,15,other,private,no formal,6.1,80.7,yes,>60 min,yes,textbook,85.1,78.8,87.3,82.9,c,83.73333333333333,Safe,High
369,14,other,public,phd,7.2,50.2,yes,<15 min,yes,coaching,67.1,82.3,77.3,85.1,b,75.56666666666666,Safe,High
370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,textbook,71.9,83.5,58.9,75.5,c,71.43333333333334,Safe,Medium
371,16,other,private,graduate,5.7,59.8,yes,15-30 min,no,online videos,50.7,77.3,42.1,61.0,d,56.699999999999996,Safe,Medium
372,17,other,public,phd,1.2,76.2,yes,>60 min,yes,textbook,11.7,31.3,41.9,33.1,f,28.3,At Risk,Low
373,16,other,public,diploma,3.7,79.9,no,15-30 min,no,notes,66.8,55.7,53.7,65.3,d,58.73333333333333,Safe,Medium
374,16,female,public,diploma,7.2,59.5,yes,15-30 min,yes,online videos,75.7,100.0,98.7,82.2,c,91.46666666666665,Safe,High
375,19,female,private,graduate,1.7,76.8,yes,30-60 min,no,group study,31.5,43.5,47.9,37.8,f,40.96666666666667,At Risk,Low
376,14,other,private,phd,2.8,69.8,yes,<15 min,no,notes,41.5,48.7,14.4,40.8,e,34.86666666666667,Needs Improvement,Low
377,18,female,private,high school,5.6,99.5,yes,15-30 min,yes,coaching,61.0,63.7,85.1,80.5,c,69.93333333333334,Safe,Medium
378,18,female,public,no formal,7.3,53.3,yes,<15 min,yes,group study,63.6,58.7,67.7,74.8,c,63.333333333333336,Safe,Medium
379,16,female,private,no formal,0.9,92.0,no,15-30 min,yes,textbook,38.7,32.7,35.0,36.3,f,35.46666666666667,At Risk,Low
380,15,female,public,post graduate,7.0,100.0,yes,<15 min,no,mixed,100.0,100.0,100.0,100.0,a,100.0,Safe,High
381,14,male,public,no formal,2.2,77.1,yes,>60 min,no,notes,70.5,57.3,54.6,57.0,d,60.800000000000004,Needs Improvement,Medium
